target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00005	1428	1160.1	2294	44.1228
gene-OL67_RS00010	1122	854.102	5312	138.776
gene-OL67_RS00015	1098	830.102	426	11.451
gene-OL67_RS00020	621	353.14	54	3.41203
gene-OL67_RS00025	600	332.14	81	5.44163
gene-OL67_RS00030	594	326.14	521	35.645
gene-OL67_RS00035	2418	2150.1	5946	61.7066
gene-OL67_RS00040	828	560.102	1996	79.5168
gene-OL67_RS00045	1080	812.102	1076	29.5643
gene-OL67_RS00050	1026	758.102	739	21.7512
rna-OL67_RS00055	1464	1196.1	1506.5	28.1039
rna-OL67_RS00060	76	17.2727	17.5	22.607
rna-OL67_RS00065	77	16.8333	38.5	51.0336
rna-OL67_RS00070	2828	2560.1	4396.75	38.3213
rna-OL67_RS00075	115	24.6957	112.25	101.422
rna-OL67_RS00080	77	16.8333	207.75	275.383
gene-OL67_RS00085	1347	1079.1	717	14.8259
gene-OL67_RS00090	810	542.102	302	12.4306
gene-OL67_RS00095	945	677.102	612	20.168
gene-OL67_RS00100	540	272.191	80	6.55816
gene-OL67_RS00105	1518	1250.1	147	2.62384
gene-OL67_RS00110	1485	1217.1	125	2.29165
gene-OL67_RS00115	1260	992.102	108	2.42903
gene-OL67_RS00120	390	124.75	29	5.18707
gene-OL67_RS00125	1512	1244.1	233	4.17893
gene-OL67_RS00130	984	716.102	227	7.07321
gene-OL67_RS00135	855	587.102	114	4.33268
gene-OL67_RS00140	801	533.102	202	8.45486
gene-OL67_RS00145	990	722.102	1645	50.8315
gene-OL67_RS00150	225	25.7105	431	374.053
gene-OL67_RS00155	915	647.102	1644	56.6884
gene-OL67_RS00160	606	338.14	203	13.3957
gene-OL67_RS00165	2265	1997.1	1763	19.6978
gene-OL67_RS00170	1290	1022.1	1374	29.9956
gene-OL67_RS00175	1458	1190.1	391	7.33091
gene-OL67_RS00180	474	206.45	67	7.24144
gene-OL67_RS00185	1608	1340.1	230	3.82962
gene-OL67_RS00190	816	548.102	193	7.85708
gene-OL67_RS00195	948	680.102	342	11.2206
gene-OL67_RS00200	1185	917.102	107	2.60334
gene-OL67_RS00205	1479	1211.1	1068	19.6769
gene-OL67_RS00210	864	596.102	934	34.9616
gene-OL67_RS00215	858	590.102	633	23.9355
gene-OL67_RS00220	1485	1217.1	798	14.6299
gene-OL67_RS00225	1257	989.102	890	20.0777
gene-OL67_RS00230	549	281.191	631	50.0719
gene-OL67_RS00235	465	197.524	9701	1095.88
gene-OL67_RS00240	1038	770.102	486	14.0816
gene-OL67_RS00245	762	494.102	445	20.096
gene-OL67_RS00250	420	153.393	612	89.025
gene-OL67_RS00255	633	365.14	3289	200.988
gene-OL67_RS00260	930	662.102	505	17.0189
gene-OL67_RS00265	924	656.102	1265	43.0214
gene-OL67_RS00270	1365	1097.1	994	20.2164
gene-OL67_RS00275	588	320.151	477	33.2452
gene-OL67_RS00280	288	47.1544	4675	2212.2
gene-OL67_RS00285	2079	1811.1	1209	14.8953
gene-OL67_RS00290	765	497.102	59	2.64833
gene-OL67_RS00295	2295	2027.1	4390	48.3231
gene-OL67_RS00300	5310	5042.1	3342	14.7897
gene-OL67_RS00305	2028	1760.1	420	5.32448
gene-OL67_RS00310	2061	1793.1	1307	16.2643
gene-OL67_RS00315	2919	2651.1	1818	15.3015
gene-OL67_RS00320	924	656.102	830	28.2275
gene-OL67_RS00325	1008	740.102	2346	70.7297
gene-OL67_RS00330	618	350.14	516	32.8832
gene-OL67_RS00335	753	485.102	366	16.835
gene-OL67_RS00340	270	38.6254	257	148.466
gene-OL67_RS00345	2814	2546.1	4781	41.8995
gene-OL67_RS00350	2055	1787.1	1476	18.429
gene-OL67_RS00355	183	22.0756	216	218.327
gene-OL67_RS00360	933	665.102	118	3.95876
gene-OL67_RS00365	378	113.614	206	40.4577
gene-OL67_RS00370	762	494.102	637	28.7666
gene-OL67_RS00375	645	377.128	1170	69.225
gene-OL67_RS00380	3129	2861.1	2373	18.5067
gene-OL67_RS00385	921	653.102	305	10.4204
gene-OL67_RS00390	945	677.102	8149	268.544
gene-OL67_RS00395	1269	1001.1	933	20.7955
gene-OL67_RS00400	1071	803.102	442	12.2805
gene-OL67_RS00405	1242	974.102	1802	41.2777
gene-OL67_RS00410	921	653.102	630	21.5241
gene-OL67_RS00415	621	353.14	483	30.5187
gene-OL67_RS00420	966	698.102	398	12.7212
gene-OL67_RS00425	456	188.633	215	25.4324
gene-OL67_RS00430	1494	1226.1	1962	35.7057
gene-OL67_RS00435	834	566.102	940	37.0509
gene-OL67_RS00440	939	671.102	171	5.68556
gene-OL67_RS00445	624	356.14	386	24.1842
gene-OL67_RS00450	549	281.191	145	11.5062
gene-OL67_RS00455	702	434.102	261	13.4157
gene-OL67_RS00460	345	85.1864	573	150.089
gene-OL67_RS00465	846	578.102	389	15.0145
gene-OL67_RS00470	1395	1127.1	1920	38.0105
gene-OL67_RS00475	396	130.39	852	145.801
gene-OL67_RS00480	651	383.115	1851	107.806
gene-OL67_RS00485	1155	887.102	870	21.8832
gene-OL67_RS00490	1179	911.102	67	1.64087
gene-OL67_RS00495	1023	755.102	5489	162.201
gene-OL67_RS00500	336	78.0807	125	35.7217
gene-OL67_RS00505	1593	1325.1	1678	28.2558
gene-OL67_RS00510	1071	803.102	129	3.58414
gene-OL67_RS00515	1032	764.102	258	7.53414
gene-OL67_RS00520	750	482.102	257	11.8949
gene-OL67_RS00525	777	509.102	210	9.20407
gene-OL67_RS00530	1185	917.102	3034	73.8182
gene-OL67_RS00535	771	503.102	832	36.9005
gene-OL67_RS00540	1410	1142.1	280	5.47039
gene-OL67_RS00545	435	167.974	384	51.0098
gene-OL67_RS00550	1275	1007.1	730	16.1739
gene-OL67_RS00555	1578	1310.1	1615	27.5063
gene-OL67_RS00560	837	569.102	972	38.1102
gene-OL67_RS00565	1677	1409.1	791	12.5256
gene-OL67_RS00570	840	572.102	338	13.1828
gene-OL67_RS00575	1125	857.102	6126	159.481
gene-OL67_RS00580	1113	845.102	270	7.12886
gene-OL67_RS00585	921	653.102	274	9.36127
gene-OL67_RS00590	1326	1058.1	460	9.70054
gene-OL67_RS00595	3450	3182.1	3919	27.4806
gene-OL67_RS00600	2394	2126.1	1084	11.3766
gene-OL67_RS00605	621	353.14	116	7.32954
rna-OL67_RS00610	75	19.8889	31	34.779
gene-OL67_RS00615	180	22.6874	41	40.3242
gene-OL67_RS00620	1272	1004.1	572	12.7111
gene-OL67_RS00625	477	209.423	477	50.823
gene-OL67_RS00630	543	275.191	94	7.62183
gene-OL67_RS00635	1302	1034.1	1821	39.2927
gene-OL67_RS00640	480	212.402	1037	108.94
