target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00005	1428	1160.22	3446	88.6105
gene-OL67_RS00010	1122	854.222	5235	182.834
gene-OL67_RS00015	1098	830.222	669	24.0405
gene-OL67_RS00020	621	353.233	59	4.98312
gene-OL67_RS00025	600	332.245	92	8.26115
gene-OL67_RS00030	594	326.245	76	6.94994
gene-OL67_RS00035	2418	2150.22	5540	76.8666
gene-OL67_RS00040	828	560.222	1609	85.6854
gene-OL67_RS00045	1080	812.222	1261	46.3182
gene-OL67_RS00050	1026	758.222	1000	39.3473
rna-OL67_RS00055	1464	1196.22	2243.5	55.9533
rna-OL67_RS00060	76	27.875	31.75	33.9813
rna-OL67_RS00065	77	28.875	108.5	112.103
rna-OL67_RS00070	2828	2560.22	7470	87.047
rna-OL67_RS00075	115	19.7458	172	259.876
rna-OL67_RS00080	77	28.875	227.5	235.055
gene-OL67_RS00085	1347	1079.22	458	12.6609
gene-OL67_RS00090	810	542.222	180	9.90391
gene-OL67_RS00095	945	677.222	209	9.20717
gene-OL67_RS00100	540	272.333	45	4.92973
gene-OL67_RS00105	1518	1250.22	108	2.5772
gene-OL67_RS00110	1485	1217.22	78	1.91177
gene-OL67_RS00115	1260	992.222	84	2.5257
gene-OL67_RS00120	390	125.33	23	5.47499
gene-OL67_RS00125	1512	1244.22	178	4.26809
gene-OL67_RS00130	984	716.222	278	11.58
gene-OL67_RS00135	855	587.222	141	7.16354
gene-OL67_RS00140	801	533.222	173	9.67942
gene-OL67_RS00145	990	722.222	1121	46.3069
gene-OL67_RS00150	225	27.5589	343	371.316
gene-OL67_RS00155	915	647.222	2092	96.4316
gene-OL67_RS00160	606	338.245	262	23.109
gene-OL67_RS00165	2265	1997.22	2368	35.3725
gene-OL67_RS00170	1290	1022.22	1682	49.0899
gene-OL67_RS00175	1458	1190.22	502	12.5831
gene-OL67_RS00180	474	206.735	91	13.1322
gene-OL67_RS00185	1608	1340.22	335	7.45726
gene-OL67_RS00190	816	548.222	239	13.0063
gene-OL67_RS00195	948	680.222	416	18.2454
gene-OL67_RS00200	1185	917.222	92	2.99243
gene-OL67_RS00205	1479	1211.22	1293	31.8483
gene-OL67_RS00210	864	596.222	412	20.6158
gene-OL67_RS00215	858	590.222	388	19.6123
gene-OL67_RS00220	1485	1217.22	833	20.4167
gene-OL67_RS00225	1257	989.222	509	15.3509
gene-OL67_RS00230	549	281.305	581	61.6183
gene-OL67_RS00235	465	197.843	6672	1006.11
gene-OL67_RS00240	1038	770.222	502	19.4446
gene-OL67_RS00245	762	494.222	451	27.2249
gene-OL67_RS00250	420	153.838	562	108.989
gene-OL67_RS00255	633	365.222	689	56.2825
gene-OL67_RS00260	930	662.222	658	29.6438
gene-OL67_RS00265	924	656.222	1141	51.8736
gene-OL67_RS00270	1365	1097.22	1250	33.9881
gene-OL67_RS00275	588	320.245	375	34.9349
gene-OL67_RS00280	288	48.6879	2941	1802.12
gene-OL67_RS00285	2079	1811.22	1413	23.2746
gene-OL67_RS00290	765	497.222	50	3.00007
gene-OL67_RS00295	2295	2027.22	2400	35.32
gene-OL67_RS00300	5310	5042.22	1545	9.1415
gene-OL67_RS00305	2028	1760.22	251	4.25419
gene-OL67_RS00310	2061	1793.22	1462	24.3234
gene-OL67_RS00315	2919	2651.22	1845	20.7616
gene-OL67_RS00320	924	656.222	846	38.4619
gene-OL67_RS00325	1008	740.222	1816	73.1922
gene-OL67_RS00330	618	350.233	467	39.7805
gene-OL67_RS00335	753	485.222	1047	64.375
gene-OL67_RS00340	270	40.2358	271	200.941
gene-OL67_RS00345	2814	2546.22	4917	57.6123
gene-OL67_RS00350	2055	1787.22	1698	28.3446
gene-OL67_RS00355	183	23.3013	229	293.201
gene-OL67_RS00360	933	665.222	151	6.77207
gene-OL67_RS00365	378	114.277	292	76.2315
gene-OL67_RS00370	762	494.222	772	46.6022
gene-OL67_RS00375	645	377.222	1612	127.491
gene-OL67_RS00380	3129	2861.22	1272	13.2631
gene-OL67_RS00385	921	653.222	243	11.0983
gene-OL67_RS00390	945	677.222	5482	241.501
gene-OL67_RS00395	1269	1001.22	877	26.1325
gene-OL67_RS00400	1071	803.222	618	22.9543
gene-OL67_RS00405	1242	974.222	2486	76.1297
gene-OL67_RS00410	921	653.222	718	32.7925
gene-OL67_RS00415	621	353.233	495	41.8075
gene-OL67_RS00420	966	698.222	581	24.8253
gene-OL67_RS00425	456	189.011	259	40.8812
gene-OL67_RS00430	1494	1226.22	2125	51.7012
gene-OL67_RS00435	834	566.222	1042	54.9025
gene-OL67_RS00440	939	671.222	283	12.5786
gene-OL67_RS00445	624	356.222	236	19.7653
gene-OL67_RS00450	549	281.305	193	20.4687
gene-OL67_RS00455	702	434.222	311	21.3678
gene-OL67_RS00460	345	86.2518	495	171.217
gene-OL67_RS00465	846	578.222	393	20.2773
gene-OL67_RS00470	1395	1127.22	1719	45.4964
gene-OL67_RS00475	396	130.885	942	214.72
gene-OL67_RS00480	651	383.222	1741	135.538
gene-OL67_RS00485	1155	887.222	927	31.1716
gene-OL67_RS00490	1179	911.222	63	2.06266
gene-OL67_RS00495	1023	755.222	4711	186.101
gene-OL67_RS00500	336	79.2504	111	41.7862
gene-OL67_RS00505	1593	1325.22	3569	80.3469
gene-OL67_RS00510	1071	803.222	123	4.56857
gene-OL67_RS00515	1032	764.222	261	10.189
gene-OL67_RS00520	750	482.222	237	14.6627
gene-OL67_RS00525	777	509.222	210	12.3033
gene-OL67_RS00530	1185	917.222	2198	71.4931
gene-OL67_RS00535	771	503.222	746	44.2273
gene-OL67_RS00540	1410	1142.22	272	7.10443
gene-OL67_RS00545	435	168.432	428	75.8106
