target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00005	1428	1147.36	2750	64.0417
gene-OL67_RS00010	1122	841.357	5168	164.124
gene-OL67_RS00015	1098	817.357	646	21.1178
gene-OL67_RS00020	621	340.497	49	3.84513
gene-OL67_RS00025	600	319.519	88	7.35894
gene-OL67_RS00030	594	313.54	89	7.58448
gene-OL67_RS00035	2418	2137.36	5987	74.8446
gene-OL67_RS00040	828	547.357	1573	76.7869
gene-OL67_RS00045	1080	799.357	1083	36.2007
gene-OL67_RS00050	1026	745.357	892	31.9764
rna-OL67_RS00055	1464	1183.36	1236.25	27.9138
rna-OL67_RS00060	76	23	51	59.2476
rna-OL67_RS00065	77	24	73.5	81.8285
rna-OL67_RS00070	2828	2547.36	4087.25	42.8716
rna-OL67_RS00075	115	19.4516	157.5	216.348
rna-OL67_RS00080	77	24	242.5	269.978
gene-OL67_RS00085	1347	1066.36	499	12.5034
gene-OL67_RS00090	810	529.357	200	10.0951
gene-OL67_RS00095	945	664.357	220	8.8481
gene-OL67_RS00100	540	259.719	43	4.42378
gene-OL67_RS00105	1518	1237.36	129	2.78563
gene-OL67_RS00110	1485	1204.36	88	1.95234
gene-OL67_RS00115	1260	979.357	72	1.96436
gene-OL67_RS00120	390	114.362	27	6.30828
gene-OL67_RS00125	1512	1231.36	208	4.51344
gene-OL67_RS00130	984	703.357	263	9.99099
gene-OL67_RS00135	855	574.357	133	6.18726
gene-OL67_RS00140	801	520.357	220	11.2967
gene-OL67_RS00145	990	709.357	1068	40.2286
gene-OL67_RS00150	225	25.4309	302	317.302
gene-OL67_RS00155	915	634.357	2250	94.7715
gene-OL67_RS00160	606	325.508	196	16.0888
gene-OL67_RS00165	2265	1984.36	3118	41.9841
gene-OL67_RS00170	1290	1009.36	1683	44.5521
gene-OL67_RS00175	1458	1177.36	487	11.0522
gene-OL67_RS00180	474	194.381	80	10.9967
gene-OL67_RS00185	1608	1327.36	324	6.52208
gene-OL67_RS00190	816	535.357	232	11.5791
gene-OL67_RS00195	948	667.357	380	15.2144
gene-OL67_RS00200	1185	904.357	113	3.33862
gene-OL67_RS00205	1479	1198.36	1114	24.8386
gene-OL67_RS00210	864	583.357	553	25.3291
gene-OL67_RS00215	858	577.357	502	23.2321
gene-OL67_RS00220	1485	1204.36	843	18.7026
gene-OL67_RS00225	1257	976.357	494	13.5191
gene-OL67_RS00230	549	268.666	643	63.948
gene-OL67_RS00235	465	185.534	5354	771.051
gene-OL67_RS00240	1038	757.357	489	17.2519
gene-OL67_RS00245	762	481.357	538	29.8637
gene-OL67_RS00250	420	141.867	683	128.638
gene-OL67_RS00255	633	352.474	639	48.4398
gene-OL67_RS00260	930	649.357	529	21.7671
gene-OL67_RS00265	924	643.357	1040	43.1927
gene-OL67_RS00270	1365	1084.36	1148	28.2877
gene-OL67_RS00275	588	307.571	442	38.3978
gene-OL67_RS00280	288	42.956	3484	2167.12
gene-OL67_RS00285	2079	1798.36	1593	23.6684
gene-OL67_RS00290	765	484.357	36	1.98594
gene-OL67_RS00295	2295	2014.36	3356	44.5158
gene-OL67_RS00300	5310	5029.36	1594	8.46846
gene-OL67_RS00305	2028	1747.36	246	3.76168
gene-OL67_RS00310	2061	1780.36	1507	22.617
gene-OL67_RS00315	2919	2638.36	1808	18.3102
gene-OL67_RS00320	924	643.357	759	31.5223
gene-OL67_RS00325	1008	727.357	1750	64.2864
gene-OL67_RS00330	618	337.497	402	31.8262
gene-OL67_RS00335	753	472.372	1219	68.9521
gene-OL67_RS00340	270	35.7436	289	216.037
gene-OL67_RS00345	2814	2533.36	5051	53.2733
gene-OL67_RS00350	2055	1774.36	2390	35.9903
gene-OL67_RS00355	183	22.4258	256	305.014
gene-OL67_RS00360	933	652.357	122	4.99693
gene-OL67_RS00365	378	103.795	291	74.9111
gene-OL67_RS00370	762	481.357	772	42.8528
gene-OL67_RS00375	645	364.45	1858	136.219
gene-OL67_RS00380	3129	2848.36	1296	12.1574
gene-OL67_RS00385	921	640.357	191	7.96966
gene-OL67_RS00390	945	664.357	5811	233.71
gene-OL67_RS00395	1269	988.357	914	24.7093
gene-OL67_RS00400	1071	790.357	553	18.6952
gene-OL67_RS00405	1242	961.357	2075	57.6716
gene-OL67_RS00410	921	640.357	666	27.7895
gene-OL67_RS00415	621	340.497	445	34.9201
gene-OL67_RS00420	966	685.357	568	22.1442
gene-OL67_RS00425	456	176.716	279	42.1848
gene-OL67_RS00430	1494	1213.36	2227	49.0411
gene-OL67_RS00435	834	553.357	898	43.361
gene-OL67_RS00440	939	658.357	324	13.1496
gene-OL67_RS00445	624	343.497	237	18.4355
gene-OL67_RS00450	549	268.666	366	36.3996
gene-OL67_RS00455	702	421.372	271	17.1843
gene-OL67_RS00460	345	77.3549	543	187.56
gene-OL67_RS00465	846	565.357	406	19.1881
gene-OL67_RS00470	1395	1114.36	1892	45.3655
gene-OL67_RS00475	396	119.692	1516	338.424
gene-OL67_RS00480	651	370.438	1918	138.344
gene-OL67_RS00485	1155	874.357	895	27.3504
gene-OL67_RS00490	1179	898.357	58	1.72507
gene-OL67_RS00495	1023	742.357	5290	190.402
gene-OL67_RS00500	336	70.7713	134	50.5913
gene-OL67_RS00505	1593	1312.36	3690	75.1282
gene-OL67_RS00510	1071	790.357	173	5.84859
gene-OL67_RS00515	1032	751.357	329	11.6998
gene-OL67_RS00520	750	469.372	350	19.9241
gene-OL67_RS00525	777	496.357	350	18.8409
gene-OL67_RS00530	1185	904.357	4029	119.038
gene-OL67_RS00535	771	490.357	846	46.0985
gene-OL67_RS00540	1410	1129.36	258	6.10404
gene-OL67_RS00545	435	156.266	460	78.6542
gene-OL67_RS00550	1275	994.357	499	13.4087
gene-OL67_RS00555	1578	1297.36	955	19.6686
gene-OL67_RS00560	837	556.357	386	18.538
gene-OL67_RS00565	1677	1396.36	273	5.2239
gene-OL67_RS00570	840	559.357	223	10.6523
gene-OL67_RS00575	1125	844.357	7183	227.305
gene-OL67_RS00580	1113	832.357	268	8.60308
gene-OL67_RS00585	921	640.357	311	12.9768
gene-OL67_RS00590	1326	1045.36	528	13.4958
gene-OL67_RS00595	3450	3169.36	2973	25.0641
gene-OL67_RS00600	2394	2113.36	1467	18.5475
gene-OL67_RS00605	621	340.497	119	9.33818
rna-OL67_RS00610	75	22	69	83.8021
gene-OL67_RS00615	180	22.2231	22	26.4513
gene-OL67_RS00620	1272	991.357	517	13.9344
gene-OL67_RS00625	477	197.329	447	60.5264
gene-OL67_RS00630	543	262.71	156	15.8663
gene-OL67_RS00635	1302	1021.36	2294	60.0129
gene-OL67_RS00640	480	200.25	1086	144.906
gene-OL67_RS00645	459	179.687	283	42.0823
gene-OL67_RS00650	396	119.692	247	55.139
gene-OL67_RS00655	591	310.55	28	2.4091
gene-OL67_RS00660	879	598.357	493	22.0148
gene-OL67_RS00665	219	24.7261	1683	1818.69
gene-OL67_RS00670	582	301.591	713	63.1684
gene-OL67_RS00675	1023	742.357	663	23.8632
gene-OL67_RS00680	183	22.4258	142	169.188
rna-OL67_RS00685	75	22	54	65.5842
gene-OL67_RS00690	1113	832.357	751	24.1079
gene-OL67_RS00695	216	24.417	23	25.1689
gene-OL67_RS00700	396	119.692	633	141.308
gene-OL67_RS00705	243	28.2344	337	318.919
gene-OL67_RS00710	3099	2818.36	5242	49.6969
gene-OL67_RS00715	657	376.413	1162	82.4841
gene-OL67_RS00720	429	150.43	1515	269.095
gene-OL67_RS00725	366	93.758	2208	629.244
gene-OL67_RS00730	420	141.867	326	61.3996
gene-OL67_RS00735	390	114.362	16	3.73824
gene-OL67_RS00740	306	52.075	22	11.2881
gene-OL67_RS00745	255	31.1597	1	0.857502
gene-OL67_RS00750	210	24.4476	0	0
gene-OL67_RS00755	1434	1153.36	101	2.33984
gene-OL67_RS00760	555	274.648	531	51.6591
gene-OL67_RS00765	300	48.9607	101	55.1191
gene-OL67_RS00770	897	616.357	63	2.7311
gene-OL67_RS00775	237	27.0066	1	0.98937
gene-OL67_RS00780	747	466.372	27	1.54689
gene-OL67_RS00785	477	197.329	28	3.79136
gene-OL67_RS00790	1212	931.357	25	0.71722
gene-OL67_RS00795	726	445.372	31	1.8598
gene-OL67_RS00800	288	42.956	29	18.0386
gene-OL67_RS00805	1335	1054.36	224	5.67661
gene-OL67_RS00810	2058	1777.36	2815	42.3187
gene-OL67_RS00815	1386	1105.36	1971	47.6445
gene-OL67_RS00820	1578	1297.36	1792	36.9069
gene-OL67_RS00825	1026	745.357	1584	56.7832
gene-OL67_RS00830	639	358.45	2444	182.18
gene-OL67_RS00835	420	141.867	18984	3575.49
gene-OL67_RS00840	789	508.357	1020	53.6118
gene-OL67_RS00845	951	670.357	821	32.724
gene-OL67_RS00850	798	517.357	475	24.532
gene-OL67_RS00855	789	508.357	1455	76.4756
gene-OL67_RS00860	1197	916.357	853	24.8721
gene-OL67_RS00865	1128	847.357	1767.34	55.7291
gene-OL67_RS00870	507	226.939	810	95.3685
