target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00005	1428	1154.74	1729	36.9009
gene-OL67_RS00010	1122	848.741	4205	122.1
gene-OL67_RS00015	1098	824.741	358	10.6977
gene-OL67_RS00020	621	347.741	48	3.40182
gene-OL67_RS00025	600	326.763	76	5.73201
gene-OL67_RS00030	594	320.774	638	49.0171
gene-OL67_RS00035	2418	2144.74	4192	48.1696
gene-OL67_RS00040	828	554.741	1087	48.2909
gene-OL67_RS00045	1080	806.741	367	11.2114
gene-OL67_RS00050	1026	752.741	234	7.6612
rna-OL67_RS00055	1464	1190.74	1577.5	32.6496
rna-OL67_RS00060	76	26.625	28	25.9176
rna-OL67_RS00065	77	27.625	41.75	37.2461
rna-OL67_RS00070	2828	2554.74	5154.75	49.7264
rna-OL67_RS00075	115	22.12	55.25	61.5564
rna-OL67_RS00080	77	27.625	165.75	147.869
gene-OL67_RS00085	1347	1073.74	674	15.4699
gene-OL67_RS00090	810	536.741	302	13.8666
gene-OL67_RS00095	945	671.741	389	14.2716
gene-OL67_RS00100	540	266.831	46	4.24862
gene-OL67_RS00105	1518	1244.74	123	2.4353
gene-OL67_RS00110	1485	1211.74	73	1.4847
gene-OL67_RS00115	1260	986.741	71	1.7733
gene-OL67_RS00120	390	120.232	27	5.53438
gene-OL67_RS00125	1512	1238.74	183	3.6408
gene-OL67_RS00130	984	710.741	239	8.2873
gene-OL67_RS00135	855	581.741	83	3.51621
gene-OL67_RS00140	801	527.741	156	7.28501
gene-OL67_RS00145	990	716.741	1637	56.2876
gene-OL67_RS00150	225	26.8459	411	377.302
gene-OL67_RS00155	915	641.741	1087	41.7442
gene-OL67_RS00160	606	332.763	195	14.4419
gene-OL67_RS00165	2265	1991.74	1601	19.81
gene-OL67_RS00170	1290	1016.74	1198	29.0384
gene-OL67_RS00175	1458	1184.74	262	5.4501
gene-OL67_RS00180	474	201.366	63	7.71047
gene-OL67_RS00185	1608	1334.74	217	4.00672
gene-OL67_RS00190	816	542.741	185	8.4005
gene-OL67_RS00195	948	674.741	255	9.31385
gene-OL67_RS00200	1185	911.741	134	3.62209
gene-OL67_RS00205	1479	1205.74	1021	20.8688
gene-OL67_RS00210	864	590.741	575	23.9882
gene-OL67_RS00215	858	584.741	452	19.0503
gene-OL67_RS00220	1485	1211.74	437	8.88787
gene-OL67_RS00225	1257	983.741	530	13.2777
gene-OL67_RS00230	549	275.813	335	29.9335
gene-OL67_RS00235	465	192.451	4306	551.416
gene-OL67_RS00240	1038	764.741	302	9.73238
gene-OL67_RS00245	762	488.741	372	18.7582
gene-OL67_RS00250	420	148.402	505	83.8645
gene-OL67_RS00255	633	359.741	1878	128.657
gene-OL67_RS00260	930	656.741	456	17.1119
gene-OL67_RS00265	924	650.741	1044	39.5384
gene-OL67_RS00270	1365	1091.74	765	17.269
gene-OL67_RS00275	588	314.774	370	28.9687
gene-OL67_RS00280	288	45.5297	3286	1778.68
gene-OL67_RS00285	2079	1805.74	857	11.6964
gene-OL67_RS00290	765	491.741	32	1.60376
gene-OL67_RS00295	2295	2021.74	4888	59.5843
gene-OL67_RS00300	5310	5036.74	2806	13.7298
gene-OL67_RS00305	2028	1754.74	355	4.98588
gene-OL67_RS00310	2061	1787.74	1274	17.5627
gene-OL67_RS00315	2919	2645.74	1611	15.0063
gene-OL67_RS00320	924	650.741	768	29.0857
gene-OL67_RS00325	1008	734.741	2341	78.5224
gene-OL67_RS00330	618	344.741	591	42.2494
gene-OL67_RS00335	753	479.741	419	21.5245
gene-OL67_RS00340	270	37.9534	218	141.557
gene-OL67_RS00345	2814	2540.74	3709	35.9768
