target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00005	1428	1150.93	2384	73.3389
gene-OL67_RS00010	1122	844.93	4652	194.938
gene-OL67_RS00015	1098	820.93	523	22.5566
gene-OL67_RS00020	621	343.969	41	4.22029
gene-OL67_RS00025	600	323.002	85	9.31731
gene-OL67_RS00030	594	317.013	74	8.26479
gene-OL67_RS00035	2418	2140.93	4575	75.6599
gene-OL67_RS00040	828	550.93	1147	73.713
gene-OL67_RS00045	1080	802.93	834	36.7761
gene-OL67_RS00050	1026	748.93	664	31.3909
rna-OL67_RS00055	1464	1186.93	1596.5	47.6235
rna-OL67_RS00060	76	41.6	22.5	19.1499
rna-OL67_RS00065	77	42.6	59.5	49.4521
rna-OL67_RS00070	2828	2550.93	5234.5	72.6531
rna-OL67_RS00075	115	25.0286	110.75	156.67
rna-OL67_RS00080	77	42.6	128.5	106.8
gene-OL67_RS00085	1347	1069.93	376	12.4426
gene-OL67_RS00090	810	532.93	121	8.03882
gene-OL67_RS00095	945	667.93	174	9.2235
gene-OL67_RS00100	540	263.137	34	4.57483
gene-OL67_RS00105	1518	1240.93	110	3.1385
gene-OL67_RS00110	1485	1207.93	71	2.0811
gene-OL67_RS00115	1260	982.93	66	2.37738
gene-OL67_RS00120	390	116.891	22	6.66375
gene-OL67_RS00125	1512	1234.93	188	5.39005
gene-OL67_RS00130	984	706.93	187	9.36575
gene-OL67_RS00135	855	577.93	117	7.16783
gene-OL67_RS00140	801	523.93	152	10.2718
gene-OL67_RS00145	990	712.93	825	40.9717
gene-OL67_RS00150	225	24.4811	231	334.087
gene-OL67_RS00155	915	637.93	1675	92.9649
gene-OL67_RS00160	606	328.992	195	20.9859
gene-OL67_RS00165	2265	1987.93	2539	45.2209
gene-OL67_RS00170	1290	1012.93	1138	39.7777
gene-OL67_RS00175	1458	1180.93	418	12.5323
gene-OL67_RS00180	474	197.473	55	9.86128
gene-OL67_RS00185	1608	1330.93	252	6.70383
gene-OL67_RS00190	816	538.93	193	12.6795
gene-OL67_RS00195	948	670.93	384	20.2643
gene-OL67_RS00200	1185	907.93	58	2.26179
gene-OL67_RS00205	1479	1201.93	1053	31.0189
gene-OL67_RS00210	864	586.93	457	27.5681
gene-OL67_RS00215	858	580.93	352	21.4534
gene-OL67_RS00220	1485	1207.93	737	21.6025
gene-OL67_RS00225	1257	979.93	442	15.97
gene-OL67_RS00230	549	272.11	393	51.1359
gene-OL67_RS00235	465	188.582	3705	695.608
gene-OL67_RS00240	1038	760.93	482	22.4274
gene-OL67_RS00245	762	484.93	387	28.2559
gene-OL67_RS00250	420	144.983	520	126.988
gene-OL67_RS00255	633	355.957	505	50.2309
gene-OL67_RS00260	930	652.93	468	25.3779
gene-OL67_RS00265	924	646.93	827	45.2611
gene-OL67_RS00270	1365	1087.93	896	29.1598
gene-OL67_RS00275	588	311.024	319	36.3141
gene-OL67_RS00280	288	43.1239	3193	2621.55
gene-OL67_RS00285	2079	1801.93	1271	24.9738
gene-OL67_RS00290	765	487.93	39	2.82999
gene-OL67_RS00295	2295	2017.93	3045	53.4267
gene-OL67_RS00300	5310	5032.93	1495	10.5171
gene-OL67_RS00305	2028	1750.93	167	3.37695
gene-OL67_RS00310	2061	1783.93	1208	23.9754
gene-OL67_RS00315	2919	2641.93	1532	20.5312
gene-OL67_RS00320	924	646.93	658	36.0119
gene-OL67_RS00325	1008	730.93	1634	79.1505
gene-OL67_RS00330	618	340.969	373	38.7321
gene-OL67_RS00335	753	475.93	1265	94.1076
gene-OL67_RS00340	270	35.3295	229	229.496
gene-OL67_RS00345	2814	2536.93	4150	57.9185
gene-OL67_RS00350	2055	1777.93	2069	41.2025
gene-OL67_RS00355	183	22.288	129	204.926
gene-OL67_RS00360	933	655.93	110	5.93762
gene-OL67_RS00365	378	106.111	170	56.7239
gene-OL67_RS00370	762	484.93	670	48.9185
gene-OL67_RS00375	645	367.957	1076	103.536
gene-OL67_RS00380	3129	2851.93	1045	12.9734
gene-OL67_RS00385	921	643.93	230	12.6464
gene-OL67_RS00390	945	667.93	4197	222.477
gene-OL67_RS00395	1269	991.93	708	25.2714
gene-OL67_RS00400	1071	793.93	514	22.9223
gene-OL67_RS00405	1242	964.93	2225	81.6416
gene-OL67_RS00410	921	643.93	509	27.987
gene-OL67_RS00415	621	343.969	341	35.1004
gene-OL67_RS00420	966	688.93	479	24.6171
gene-OL67_RS00425	456	179.699	225	44.3317
gene-OL67_RS00430	1494	1216.93	1866	54.2904
gene-OL67_RS00435	834	556.93	751	47.7438
gene-OL67_RS00440	939	661.93	300	16.0467
gene-OL67_RS00445	624	346.969	179	18.2658
gene-OL67_RS00450	549	272.11	312	40.5964
