target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00005	1428	1160.1	1478	44.5625
gene-OL67_RS00010	1122	854.105	2965	121.424
gene-OL67_RS00015	1098	830.105	200	8.42732
gene-OL67_RS00020	621	353.105	34	3.36797
gene-OL67_RS00025	600	332.105	45	4.73947
gene-OL67_RS00030	594	326.105	364	39.0424
gene-OL67_RS00035	2418	2150.1	2965	48.2345
gene-OL67_RS00040	828	560.105	653	40.779
gene-OL67_RS00045	1080	812.105	220	9.47552
gene-OL67_RS00050	1026	758.105	179	8.25879
rna-OL67_RS00055	1464	1196.1	3545.25	103.674
rna-OL67_RS00060	76	17.7143	8.75	17.2773
rna-OL67_RS00065	77	18.7143	32	59.8094
rna-OL67_RS00070	2828	2560.1	8991.5	122.848
rna-OL67_RS00075	115	22.4583	42	65.413
rna-OL67_RS00080	77	18.7143	83.25	155.598
gene-OL67_RS00085	1347	1079.1	497	16.1096
gene-OL67_RS00090	810	542.105	199	12.8399
gene-OL67_RS00095	945	677.105	250	12.9145
gene-OL67_RS00100	540	272.105	37	4.75618
gene-OL67_RS00105	1518	1250.1	108	3.02183
gene-OL67_RS00110	1485	1217.1	56	1.60936
gene-OL67_RS00115	1260	992.105	52	1.83332
gene-OL67_RS00120	390	124.423	15	4.21679
gene-OL67_RS00125	1512	1244.1	135	3.7955
gene-OL67_RS00130	984	716.105	156	7.61974
gene-OL67_RS00135	855	587.105	81	4.82572
gene-OL67_RS00140	801	533.105	117	7.67654
gene-OL67_RS00145	990	722.105	1237	59.9186
gene-OL67_RS00150	225	26.8191	279	363.876
gene-OL67_RS00155	915	647.105	722	39.0261
gene-OL67_RS00160	606	338.105	132	13.6557
gene-OL67_RS00165	2265	1997.1	1316	23.0488
gene-OL67_RS00170	1290	1022.1	909	31.1072
gene-OL67_RS00175	1458	1190.1	210	6.17201
gene-OL67_RS00180	474	206.291	47	7.96911
gene-OL67_RS00185	1608	1340.1	166	4.33273
gene-OL67_RS00190	816	548.105	136	8.67896
gene-OL67_RS00195	948	680.105	216	11.1089
gene-OL67_RS00200	1185	917.105	78	2.97487
gene-OL67_RS00205	1479	1211.1	809	23.3646
gene-OL67_RS00210	864	596.105	290	17.0164
gene-OL67_RS00215	858	590.105	250	14.8185
gene-OL67_RS00220	1485	1217.1	298	8.56408
gene-OL67_RS00225	1257	989.105	375	13.2612
gene-OL67_RS00230	549	281.105	240	29.8631
gene-OL67_RS00235	465	197.318	3239	574.165
gene-OL67_RS00240	1038	770.105	217	9.85604
gene-OL67_RS00245	762	494.105	244	17.2728
gene-OL67_RS00250	420	153.094	361	82.4787
gene-OL67_RS00255	633	365.105	1259	120.615
gene-OL67_RS00260	930	662.105	471	24.8821
gene-OL67_RS00265	924	656.105	1016	54.1643
gene-OL67_RS00270	1365	1097.1	631	20.1175
gene-OL67_RS00275	588	320.105	293	32.0161
gene-OL67_RS00280	288	47.2824	2208	1633.4
gene-OL67_RS00285	2079	1811.1	600	11.5878
gene-OL67_RS00290	765	497.105	26	1.82944
gene-OL67_RS00295	2295	2027.1	3572	61.635
gene-OL67_RS00300	5310	5042.1	2055	14.2558
gene-OL67_RS00305	2028	1760.1	197	3.91489
gene-OL67_RS00310	2061	1793.1	1015	19.7994
