target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00005	1428	1160.68	1424	53.2627
gene-OL67_RS00010	1122	854.676	2639	134.048
gene-OL67_RS00015	1098	830.676	217	11.341
gene-OL67_RS00020	621	353.715	27	3.31386
gene-OL67_RS00025	600	332.726	48	6.26295
gene-OL67_RS00030	594	326.726	251	33.3514
gene-OL67_RS00035	2418	2150.68	3105	62.6773
gene-OL67_RS00040	828	560.676	1037	80.2954
gene-OL67_RS00045	1080	812.676	526	28.0991
gene-OL67_RS00050	1026	758.676	411	23.5185
rna-OL67_RS00055	1464	1196.68	2135.5	77.4724
rna-OL67_RS00060	76	19.1667	7.25	16.4216
rna-OL67_RS00065	77	20.1667	24.75	53.2801
rna-OL67_RS00070	2828	2560.68	6399.25	108.492
rna-OL67_RS00075	115	18.6216	31.5	73.4373
rna-OL67_RS00080	77	20.1667	71	152.844
gene-OL67_RS00085	1347	1079.68	394	15.8426
gene-OL67_RS00090	810	542.676	154	12.3198
gene-OL67_RS00095	945	677.676	365	23.3827
gene-OL67_RS00100	540	272.746	59	9.39113
gene-OL67_RS00105	1518	1250.68	79	2.74224
gene-OL67_RS00110	1485	1217.68	70	2.49569
gene-OL67_RS00115	1260	992.676	55	2.40535
gene-OL67_RS00120	390	125.405	16	5.53897
gene-OL67_RS00125	1512	1244.68	95	3.31353
gene-OL67_RS00130	984	716.676	128	7.75373
gene-OL67_RS00135	855	587.676	65	4.80175
gene-OL67_RS00140	801	533.676	93	7.56535
gene-OL67_RS00145	990	722.676	879	52.8043
gene-OL67_RS00150	225	27.0486	205	329.029
gene-OL67_RS00155	915	647.676	804	53.8917
gene-OL67_RS00160	606	338.715	92	11.7917
gene-OL67_RS00165	2265	1997.68	790	17.1682
gene-OL67_RS00170	1290	1022.68	706	29.9703
gene-OL67_RS00175	1458	1190.68	186	6.78177
gene-OL67_RS00180	474	206.96	32	6.71256
gene-OL67_RS00185	1608	1340.68	123	3.98295
gene-OL67_RS00190	816	548.676	97	7.67502
gene-OL67_RS00195	948	680.676	192	12.2457
gene-OL67_RS00200	1185	917.676	39	1.84501
gene-OL67_RS00205	1479	1211.68	593	21.2467
gene-OL67_RS00210	864	596.676	452	32.8869
gene-OL67_RS00215	858	590.676	377	27.7087
gene-OL67_RS00220	1485	1217.68	437	15.5802
